NAMES OF REVIEWERS,REVIEWS,DATE OF REVIEWS
"Elizabeth of Newport, RI","I’m getting older and I fall down a lot. I got a Medical Guardian alert device and I've been using it for a year or two. I have pressed the button before to ask questions with the person on the other side. Also, I call them and tell them when I’m going out of state or to Ireland and that I’m going away, and I can’t take it with me. The customer service reps are very nice people.","Original review: May 19, 2019"
"Donna of Coventry, VT","I've fallen about 13 times or more, and most of them have been in the home. So, in case I couldn't get to the phone, I wanted to have something to use. So I got Medical Guardian. It made my husband feel better so he could leave the house without being as worried about me.","Original review: May 18, 2019"
"Deloris of Detroit, MI","I am 74 and I have arthritis in my leg among other little things. If I fall, I don’t know if I would be able to get up on my own to get some attention. I prefer to have Medical Guardian since all I would have to do is press the little button. I'm more secure and safe with it, and I would have attention if something was to happen. I got the one I hang around my neck. Sometimes at night, I wonder if I’m gonna press it or accidentally set it off, but I haven’t. I’m satisfied and I would recommend it to others. Anyone that has a medical problem that they’re concerned with should have one if there’s no one to be around that could help them.","Original review: May 17, 2019"
"Virginia of Monroevl, IN","My husband passed away and my boys wanted to get me a medical alert device. Medical Guardian was much cheaper, plus I have more options. I wear it on my wrist, and I take the box with me when I go someplace too. Having it gives me and the boys peace. Two times I accidentally put something in the oven, and the device came on right away.","Original review: May 16, 2019"
"Cheryl of Colton, CA","I have a problem with falling. My balance is off. My son got me a medical alert device, but I didn't like it. It was way too expensive, and it didn't offer anything more than what Medical Guardian offers. Also, I thought they were pushy. Since having Medical Guardian, thank god I haven't had to use it yet. I try to be aware to change from the pendant or watch over to the one that I carry in my purse when I go out somewhere. I use the pendant and I like it fine. I wish it would work everywhere, though. That would be really nice. Other than that, I'm completely satisfied with Medical Guardian's products.","Original review: May 15, 2019"
"Thelma of Randolph, VT","I'm 90 years old, I live alone, and I have problems with balance. So, we ordered a Medical Guardian alert device in order to have somebody I could call. It's a little expensive but everything has been fine. I know I can call someone if I fall.","Original review: May 14, 2019"
"Laura of Oak Park, IL","I wear my Medical Guardian around my neck and I've tested the button and they responded in a timely fashion. So far, their service has been fine.","Original review: May 13, 2019"
"Darryl of St. Louis, MO","When my grandson tested my Medical Guardian device, the response was fast. Using the device was just like wearing a wristwatch. There was nothing to it.","Original review: May 12, 2019"
"Eleanor of Brooklyn, NY","I live alone so if anything comes up and there’s nobody here to help me, I call the medical alert. But I only have that little button. I don’t have a wrist thing. So I can’t use it unless I’m right on top of the machine. That’s the problem I have. I think that when you get this machine, Medical Guardian should give out two devices to alert them that you have a problem. You just can’t stand with this one button all the time, and it’s nice to have the wristband. When you go outside or in the shower, you can drop the button and still have one ready to wear if you go out.","Original review: May 11, 2019"
"Joseph of Virginia Beach, VA","I had a period where I was falling a lot. I got a Medical Guardian device and having had the device for about a year, my sense of security has been good. I wear it around my neck and it's not bad. And I’ve been lucky. I haven't had to use it. Medical Guardian's reps are fine. I test my device periodically and I have no problems.","Original review: May 11, 2019"
"Kristen of Dayton, OH","After my bad experience with Medical Guardian last night, I called again and spoke to Jack from Customer Care. He was very nice and helpful and told me that they are sending me a new complete unit to me which I was not told last night. He did not question me when I told him what was the matter. After that conversation, I called back and talked to Josh and gave him the idea of making the charger able to plug into a laptop or vehicle USB port for people who travel. They could plug the charging unit into their laptop or vehicle's USB port and keep the mobile unit charged up while traveling.","Resolution response: May 10, 2019"
"G. of Ky, KY","I fell twice last year and could not get up. I was in the emergency room. I thought it might be a reasonable precaution to get a medical alert device. I hope there’s no recurrence, but I am very happy with my Medical Guardian device. I have the one with an unlimited range. I have two of the push buttons that are good between 150 feet from the homing device. Hopefully, I will never have to use it, but I have tested it several times and it has always worked fine. They are prompt to answer every time I have checked so I would regard that as satisfactory. The device gives one a sense of security. It appears to be more than useful just in case.","Original review: May 10, 2019"
"L. of Nj, NJ","I'm alone. My husband died. My children had to make sure I had safety. They ordered a Medical Guardian for me and it goes around my neck. When I got it just about three months ago, I fell and I pushed the button. And all the worst things happened very quickly. I got help fast. I went into the hospital. I broke my hip. But I'm safe now.","Original review: May 10, 2019"
"Shirley of Marshall, TX",I had a heart attack before daylight. And our two kids put their heads together and decided we needed an emergency button in case something happens again. We decided to get a Medical Guardian and we've called in twice to check it and make sure everything was working. I wish they had gotten the one with the GPS though so that we could use it wherever we go. But Medical Guardian is doing well.,"Original review: May 9, 2019"
"Nelly of Sanford, FL","My husband needs to be monitored. He needs to have access to 911 just in case all of a sudden, he doesn't feel well. I read online some reviews of Medical Guardian and some are good and some, not so good. But at that time, the majority of the reviews were better than the not-so-favorable reviews. The device from Medical Guardian doesn't bother my husband to wear it. But I have had a couple of rough experiences when I called, and nobody answered within the time expected. I call once a month to test it. And the majority of times when we have tested, the phone rang forever and eventually, somebody came up and answered. So, I’m a little worried about that, and seriously a lot of times, it has been the worst. I’m seriously considering exploring a plan B. I'm terrified that my husband might not get the help that he needs at the timeframe that he needs it.","Original review: May 8, 2019"
"Sandy of Bakersfield, CA","I'm 78 years old and I have some problem falling. And once I fall, I can't get back up. I have a hard time because I have metal in both of my knees. I fell on the floor and I needed the Medical Guardian team to come out. The response time was great. They got through the window and helped me get up. That was all I needed. But they were really nice. I have the device on my neck, and I have one for my wrist. I change it off every once in a while. The band on the wrist could have a material that I would like better. The rubber sticks on my arm and causes rash. Other than that, they're doing excellent. But I think they could make it more reasonable for elderly people.","Original review: May 7, 2019"
"Joanne of Benbrook, TX","I always wear my Medical Guardian around my neck in case I fall. Before last Christmas, I slipped getting out of the bed and I was glad I had it on. However, that didn't set the device off and I forgot I had it. Still, I've told friends about Medical Guardian.","Original review: May 7, 2019"
"Dona of Hendersonville, TN",I fell one night and had to stay on the floor so I got Medical Guardian. I wear it around my neck everyday.,"Original review: May 6, 2019"
"M. of Il, IL","My daughter got me set up with Medical Guardian. Thus far, I've been wearing it around my neck every day.","Original review: May 6, 2019"
"Dorothy of Soquel, CA","My husband passed away, and I felt uncomfortable being by myself. I got Medical Guardian and I tested it and the response was immediate. A real live person contacted me and I didn’t have any trouble understanding them. They asked what my issue was and I said, “I’m just testing,” and they said, “Okay, thank you."" They were easy to deal with and were very nice. ","Original review: May 5, 2019"
"Walter of Lancaster, CA","I got sick and I’m housebound, and my son got me a Medical Guardian device. I feel secure with it. I wear it around my neck and it’s all right. I is also very simple to use. I tested it a couple of times. I haven’t used it yet but the fact that I got it makes me feel better.","Original review: May 5, 2019"
"Laila of Port Townsend, WA",I have a leg that is arthritic and I have trouble walking. I got a Medical Guardian device and I've had good luck with it. I have used it about three times in a month. I have fallen. And the police came not too long and helped me up all three times. My experience has been very good.,"Original review: May 4, 2019"
"Gerald of Modesto, CA","I have a Medical Guardian pendant around my neck. A couple of times, I was leaning against a counter and accidentally hit it and talked to their team.","Original review: May 4, 2019"
"Betty of Nampa, ID","I’m not in good health, and I live by myself. My kids recommended Medical Guardian and they have been wonderful. It has made me feel safer especially at night if anything happens when I’m alone. I tested it and the response has been immediate.","Original review: May 3, 2019"
"D. of Nj, NJ","I'm off-balanced and I walk with a cane and a walker. I've fallen several times before so I decided to get a medical alert device. Thus far, I'm glad I have my Medical Guardian. I wear the device all the time. I've already hit the button by mistake when I leaned against the sink a couple of times and within seconds, their team answers. They tell me not to worry about it and that they're glad I'm okay. They're very pleasant about it. I'm satisfied with my Medical Guardian.","Original review: May 3, 2019"
"William of Round Rock, TX","I live alone so my children wanted to make sure I had somebody to call. I gave them financial independence, so they wouldn't have to take care of me. They chose Medical Guardian for me and I'm glad they did. The reps have been great. I test the device once a month to make sure that it works and it has been fine. I hope I never need to press the button but if I do, I've got it there. Medical Guardian gives my children peace of mind and has more than fulfilled my expectations.","Original review: May 2, 2019"
"B. of Ca, CA","My husband had a stroke and I was worried about him falling or something when I wasn’t around. So, that made us get him a medical alert device. We got a Medical Guardian and one time, he fell down in the backyard and he buzzed that thing around his neck. When we interacted with their team, they were friendly. Medical Guardian has been doing a good job for us overall.","Original review: May 2, 2019"
"Judith of Conroe, TX","After I fell, I decided to get a medical alert device. And since having the Medical Guardian, I feel like if I fall, I had something I can press to get help. I feel secure with it. I wear my device on my arm and it feels okay. The team from Medical Guardian has always been very nice.","Original review: May 1, 2019"
"Paul of Paris, AR","I live by myself way out in the boonies here in Arkansas and every morning, I take a handful of pills which I'm not pleased with. Although I hate to admit it, I'm getting old and can't do everything by myself. I got Medical Guardian and when I unpacked it, plugged it in, charged it up, went through the furthest part of my house and pressed the button, I had a response within five seconds. However, I get up in the morning without my hearing aids in, and the thing is charging. A light comes on at night and I can see that two of them are blinking lights, which I don't understand. I will pick the thing up out of the charger and put it back down for the red light to turn on, but the red light turns off very soon. ","Original review: May 1, 2019"
"Betty of East Wenatchee, WA","I had a stroke, I've fallen in the past, and I live alone. I have a Medical Guardian device now and I'm fine with it.","Original review: April 30, 2019"
"Pam of Spokane, WA","We used the information in the Consumer Affairs summary about fall alert devices to make our choice of the Medical Guardian. This has been a great choice! It was extremely easy to set up and use. It works through the phone company, so mom is not tied to a ""base station"" and can walk anywhere. It has an accelerometer so it will detect a fall if she cannot press the button. It has ONE nice big button (essential because she is almost blind) and a LOUD speaker on the device (she is also nearly deaf). Staff were very helpful at set-up, which itself was simple. And we've already had occasion to use the alert when mom was unwell. There were cheaper units on the market but this one does so much to assure our peace of mind and give her flexibility and independence. I'd recommend it to anyone.","Original review: April 29, 2019"
"Carolyn of Haughton, LA","One time, I fell and nobody was around so I scurried myself into the living room. I had carpet burns on my knees till I get to a phone. Because of that experience, I got a medical alert device. I have Medical Guardian for a while now and I tested it the other day because my TV went off, and it threw the device out of order too. The device is on the phone and it has been off so I called Medical Guardian. They immediately asked me if something was wrong and I told the rep that I was testing it. Having the service gives us security.","Original review: April 29, 2019"
"Charles of Mansfield Center, CT","I'm 91 years old, and I took the Medical Guardian device as a preventive measure. It is good, and it makes me feel a lot safer.","Original review: April 28, 2019"
"Louise of Etmore, AL","I’ve got the Medical Guardian button and it’s doing all right. However, I've had a flashing light when it shouldn’t be flashing, and I don’t know why it does that. I’m a person that sometimes falls and a couple of times, it’s gone off when I’d hit the table when I’m at the restaurant. I have the thing on, and it’ll mash between me and the table. I had to call Medical Guardian, and tell them that everything was okay. ","Original review: April 27, 2019"
"Geraldine of North Richland Hills, TX","When I fall, I can’t get up. I’ve had a few falls and I wondered what would happen if I was going in the store or out shopping and I fell. I got Medical Guardian and I wear the necklace. I’ve tested it when I first got it but I don't know how often I should test it as well as why the key lock won’t work on our door handle. Other than that, having the device makes me feel better knowing that I would have help if I fall.","Original review: April 26, 2019"
"Ruth of Lenoir, NC",I felt like I needed a medical alert device in case something happened and I couldn’t get to the phone. I’m 86 years old and I’m here by myself. So I got Medical Guardian and that was six months ago or so. I have it around my neck and it's doing fine. The paper said to check it every month. I did that one time and it didn’t take long until they answered. It was good. I would recommend it.,"Original review: April 25, 2019"
"Josh of Del Rio, TX","My parents have been getting up in age and since all of us are at work, they needed a medical alert device. We got a Medical Guardian for the house as well as a mobile one. We used the device a couple of times when my mother used to get really sick and it was totally helpful. I'd recommend Medical Guardian.","Original review: April 25, 2019"
"Shirley of Angelus Oaks, CA",I use a Medical Guardian device for the house and I’ve never had any problems.,"Original review: April 24, 2019"
"Elizabeth of Morristown, TN","I was falling a lot so I got a medical alert device. I wear my Medical Guardian device on my arm and it is comfortable. I have tested the device. I pressed the button and when the Medical Guardian team picked up the phone, I told them that I was okay. My alert device has been good to use and I feel comfortable if it is there. I like it and I’m glad that I have it. My experience has been good.","Original review: April 24, 2019"
"Debbie of Setauket- East Setauket, NY","My walking seizures and anxiety prompted me to get a medical alert device. Medical Guardian is the second medical alert service that I have used. I just switched to them. It feels good knowing that I have the alert device in case I need it. But when I needed it, I pushed the button but the speaker didn't go on. The device didn't go through the speaker, so maybe it wasn't charged. Then I called Medical Guardian on the telephone and the rep said, ""Emergency services."" So, I don't know whether they look through the telephone or through the alert device.","Original review: April 23, 2019"
"Beatrice of Augusta, ME","I had fallen down and hurt myself. I also have health problems and had to have hospitalization. I thought I should get something that I'm protected with so I got a Medical Guardian. Plus, there is a lady on TV who says all the time that she calls Medical Guardian and there were three handsome men who came and helped her. That's what I wanted. Since getting the device, I've been putting it around my neck. However, it's not very attractive as the cord is just black. Still, most of my clothes cover it up anyway. It's around my neck 24 hours a day and I don't mind it at all. I am very pleased with my Medical Guardian and I feel very safe with it. I'm very comfortable knowing it's there in case it's needed.","Original review: April 23, 2019"
"Marie of Cabot, PA","I live alone and having Medical Guardian Makes me feel good. I like it. It's comfortable too. It doesn't bother me at all. I also routinely test it and the response time is excellent. I'm very well pleased with Medical Guardian and I would recommend it. In fact, I already have.","Original review: April 22, 2019"
"Barbara of Webster, TX","I turn over a lot and that bothers me. I needed a medical alert device and I'm currently using the Classic of Medical Guardian. The main thing is that since I've had this device, I've felt more independent knowing that I have it and that it’s there when I need it. When I had to contact the Medical Guardian team, they were friendly and helpful.","Original review: April 21, 2019"
"Ruby of Logansport, IN",My kids thought that having a medical alert device would be good for me as I'm alone. I got one and it was a good thing that I had my Medical Guardian when I fell and I couldn't get up. Their team responded in good time. I feel better with the device.,"Original review: April 21, 2019"
"Winifred of Halstead, KS","I’m healthy, but I’m 85. I've had a couple of falls before I had my Medical Guardian device, and I like the idea that the device is in the room. I may stumble and fall again, but having it, I can get ahold of somebody to help me up. I’m doing fine with it. I keep it on my neck. It’s an egg-shaped container with the little silver knob in the middle of it that I push if I need it. I feel very secure having it. I live in a small town, and just hit that one time, that would be enough to get the whole city crew over here.","Original review: April 20, 2019"
"Sandra of Zachary, LA","My mother's Medical Guardian device has been working fine. Every time we’ve had to use it, it’s worked. My mother has congestive heart failure and she just had a knee replacement last week. And with her Medical Guardian device, it gives me peace of mind in case she will fall and I'm not at home. Initially, when I talked to the reps from Medical Guardian, they offered what I wanted. They were professional.","Original review: April 19, 2019"
"Charlotte of Washington, NJ","I had different falls earlier that happened to me and I'm glad that Medical Guardian proved that it's worth having. I can rely on it and get the service I need. One Saturday the Medical Guardian team came, then my daughter was there too. They were in the same town of Washington, and she saw too and I got to the hospital. The team kept banging on my door and they couldn't get in. Nobody had a key. But I was there and I was able to push the button. It was lucky that with the way I that fell, I was able to reach the device and it worked very well. I'm lucky I had it. I was so grateful the team was there. They helped as soon as they could.","Original review: April 19, 2019"
"Edward of Tewksbury, MA","My wife passed away and I’m living alone. I’ve fallen a few times and my kids were concerned. So, they got the Medical Guardian's alert device for me. I've got the device around my neck, but it only works in the home because the receiver is here. The irony of all this is that I’ve got five children and eight grandchildren, so when somebody calls I run to the phone which I shouldn’t do and I’ve fallen a couple of times on my hardwood floor. When I touched the device by accident, the response time of the Medical Guardian team was very quick.","Original review: April 18, 2019"
"B. of Wi, WI","I'm alone and my kids are here with me, but not all the time so as a safety thing, I got myself a medical alert device. I had a different brand a while back but I didn’t like it so I discontinued that one. Medical Guardian is one of the better ones. I like wearing it around my neck, but I don't wear it uptown because it only works up to my mailbox. But that's alright. There's always somebody with you if you need help, like in church or when I go to the store I got people around me. A couple of times I’ve touched it and I had to tell her I just bumped it a little bit and it would go off, but I never really had to use it for emergency yet. I'm well-satisfied with my device and as long as they don’t raise the price on it, that's okay.","Original review: April 17, 2019"
"Alice of San Pablo, CA","I'm a senior and I'm getting up in age. I thought having a medical alert device would be a good thing because seniors fall a lot, and to have it just in case. It makes me feel a little more secure. I call Medical Guardian as a checkup and I get a prompt and a very pleasant response. I would suggest to anyone almost my age that it's a good thing to have, just in case. There are quite a few seniors having falls and it's a little instrument to make you feel secure.","Original review: April 17, 2019"
"Jai of Tallahassee, FL","I was in the hospital for something that was very physically limiting and when they sent me home, it was with a household caregiver who stayed with me for a couple of weeks. At about the same time, this Medical Guardian came in through the mail and I love it. It has a range of 600 feet so I just use it around the house. But when I’m home is when I need it anyway because I’m alone. In fact, it has come in useful for me twice. When I called them, they sent an ambulance out immediately. I don’t think I was alone for more than five minutes. It saved my life. I used it for the second time recently. I kept falling and passing out so they came and got me through the Medical Guardian. It gives me a lot of feelings of security and I would recommend it. I use it at night too because I’m a little nervous about what might happen so it comes in very handy.","Original review: April 16, 2019"
"Charlotte of Lexington, NC","I've been falling. A heart monitor was put on me and my heart checked out all right so we don’t know what was causing me to fall. But with Medical Guardian, I feel safer. Before I got it, there was one night where I laid on the floor all night and I couldn't get to the phone. I paid $290 something for a year when I got it. the device goes around my neck. It has white on it and I have the bracelet to go with it. Then when I fell out here in the yard, the device went off. But it was raining and my neighbor came up, got me up and got me in the house before Medical Guardian got here. And it's still good. They had to take me to the hospital and put three stitches in my forehead.","Original review: April 15, 2019"
"Inell of Sugar Land, TX","I live alone and since having my Medical Guardian device, I feel a sense of security. Now, this morning, I have my seven-year old grandson here, and he was running a temperature. And I told him to unplug the fan and he unplugged that device. And then, the Medical Guardian team came on there to let us know that it was disconnected. So, it’s really alert, and it really picks up everything. If I happen to press the thing on my neck accidentally, it picks it up right away. I really haven’t been in a situation to where an emergency has occurred that it could go through the whole run and the whole process of what it does. But I would recommend it to anybody.","Original review: April 15, 2019"
"R. of Ks, KS","My children are concerned for me, and I like to have them not to be concerned, so it’s nice to have something like Medical Guardian. Also, I sometimes go for half an hour on my own and it's nice to have it on hand in case I need it.","Original review: April 14, 2019"
"SC of Gardena, CA","I purchased a Medical Guardian device from Costco in 2017. After the three month trial I purchased a year of service for my mother. Medical Guardian called me at 6am on the weekend to inform me that my mom device was registering a fall signal. I said, well where is she? They did not know, what kind of service had I purchased that could not determine her location. I personally had to go and find her. They never sent help to her location, and did not call me back. I had to call them and let them know she was ok. I feel this company owes me a refund, after all I did their work for them. I will never use Medical Guardian. I make it know the experience with this company when meeting with the elderly in my community and church. After I cancelled, they continued to send me collection notices and insisted I return a device that I purchased outright. DO NOT USE THIS COMPANY if you want peace of mind. They don't know your location.","Original review: April 13, 2019"
"Mary Lou of Barnegat, NJ","Being alone, I got a medical alert device. Medical Guardian makes me feel safer that it’s there. I fell in the bedroom, which is right across from where the device is and he didn’t answer me. When I called, he asked if I was alright. I said yes and I asked him why he didn’t answer. He said he didn’t hear me. The rep was able to answer my question and the interaction was good. The response was very quick when the device went off. I would recommend Medical Guardian easily.","Original review: April 13, 2019"
"Johnnie of Riverside, CA","I already had a Medical Guardian device before, but I moved, so this is a continuation of the service I had. I got an extended range and I can take it pretty much anywhere. I was always encouraged that I should have a medical alert because of medical reasons in case of an emergency and 2 weeks ago, I slipped and fell and I got to use the device. It didn’t take too long for them to respond. When I knew anything, they were already standing over me. I've been in the hospital and just came home last week. It was quite an experience.","Original review: April 12, 2019"
"Ruth of Soldotna, AK","I'm 86 and just really independent and my daughter is worried about me having some problems, so she got me a Medical Guardian device. I walk my dogs out in the woods and around the area. It really has helped me feel secure. There hasn’t been any time that I've had to use it. I've had excellent service and really no problems with any of it. I'm very satisfied with it.","Original review: April 12, 2019"
"Catherine of Slippery Rock, PA","I had another medical alert device but when I moved to my daughter’s house, we couldn’t get a wireless signal for emergency. So that was why I went to Medical Guardian. I tested the device right after I got it and I thought the response would be quicker. But it was fair. I can go out the yard with it also and I feel real good with it. I know that if I’m here by myself and I fall, I have a way of getting help.","Original review: April 11, 2019"
"Janice of Des Plaines, IL","When I went with Medical Guardian and got it for my husband, it had a lockbox on it. After he passed away, I kept the medical alert device because I’m the only one in the house. My daughter thought it was a good idea. I do testing and the response time has been good but I wanna test it out in the yard.","Original review: April 10, 2019"
"Troy of Colorado Springs, CO","In August of last year, I had to have a pacemaker installed. I wanted something which in case something went wrong, I could get contact. I’m by myself. If I fall down and can’t dial anything, it’s going to be tough to do anything. I tested the device and every time, it went wonderful. The Medical Guardian team was friendly and helpful.","Original review: April 10, 2019"
"Ella of Memphis, TN","I live by myself and I had an experience last August. I was found on the floor after I had been there for 30 hours and I was put in a hospital for eight days. So, my daughter contacted Medical Guardian to get their alert service for me. I'm currently using the in-home device and I wear it on my neck. I've tested it and the Medical Guardian guys were right on the speaker immediately. Since having it, I've been feeling safer and better, knowing that I will have help that can arrive quickly should I fall and be in that same situation again. The experience that I’ve had with Medical Guardian was right at the top and my daughter is so satisfied with their alert service.","Original review: April 9, 2019"
"Evelyn of Boca Raton, FL","It’s good to know that I have my Medical Guardian device available if something should come up. There are times that I’m alone. I just had my 92nd birthday last month but I’m doing well and I have a wonderful aide that’s with me most of the time. But in the evening, I have it hanging right by my bed in case I need help. I haven’t had to use it yet but I and my family have a good feeling that if anything should happen, I’d be able to get help. Medical Guardian is good to have.","Original review: April 8, 2019"
"Kathleen of Patchogue, NY","Medical Guardian is doing a good job and I feel much better now because I know that if I really do need somebody, like if I fall and I can’t get up, they’re there. They also assured me that they’ll come from wherever I am. So that just makes me feel better. I have a disability of muscular dystrophy and my husband has a mother who's 95 up in Massachusetts so there are times when I'm alone. I also needed the device for when I'm driving in the car. I had to have a chairlift put in and the man who did the installation recommended Medical Guardian. I got the mobile one that you can take. It has a GPS in it so that if I’m in the car, the Medical Guardian team would know exactly where I am. That was one of the reasons I really thought it was a good idea and so far, the experience has been great. The installation and their availability for being in touch have been fine. The customer service is great too. They answer all of my questions and they’re there if I need them.","Original review: April 7, 2019"
"Oscar of Tucson, AZ","I have a Medical Guardian bracelet and when I tested it before, the response came in 30 seconds. I feel that I’m safe. I live in a 55-plus community and I’m 95 years old. I’m driving but I would quit driving after September the 5th next year and when I do, I will turn my Medical Guardian in.","Original review: April 6, 2019"
"Bruce of Carlton, MN","I had a stroke a couple of years ago and my daughter didn't want me to be home without having some kind of a device that I could reach out to. So we decided to get a Medical Guardian device. It's like wristwatch that I wear that has a button on it. They worry about getting in the house, so they set up a box outside, put in a key, so they can get to a key, which is a nice idea to do. In December I fell and my back hurt pretty bad, so I knew I shouldn’t try and stand back up. So, I pushed the button and the receiver picked it up and asked me if I was okay. I asked for help, they called the local 911 and got the ambulance right here pretty quick. The service is very good.","Original review: April 5, 2019"
"Penny of Boise, ID","My heart doctor ordered Medical Guardian for me. I've had it for three months and it's really good. They were helpful when I set the device up. And I have it on Autopay. I used to cough and pass out cold. We've beat the cough and it's almost an unwarranted expense now, but it's good to have the device handy if I need it. I have the wrist watch and it’s comfortable and easy to use. As long as the light is blinking, I know it is working. And it gives me peace of mind.","Original review: April 4, 2019"
"Rita of Council Bluffs, IA","I had a medical alert device from a different provider for about four years off and on. But I moved into a facility that had Medical Guardian already there in assisted living, so I canceled the one I had and went with theirs. Then when I came here, which is independent living, they offer it here also, but I didn't wanna do that at the time. However, I had fallen three different times and it's a concern for me and for the kids. My balance is really bad. I have rheumatoid arthritis and it's affecting my feet the worst. And the bottoms of my feet have nodules that I'm walking on all the time, which makes my balance even worse. So, I really need a medial alert device.","Original review: April 3, 2019"
"Ann of Menomonee Falls, WI","I had experienced a fall and Medical Guardian made an offer, and since they did, I said I better take it. I pressed the button one time and the device went wild, and I didn’t know what to think. I was supposed to reset it but I didn’t know how, and I don’t know whether or not it's reset yet.","Original review: April 2, 2019"
"Helen of Seattle, WA","I needed a medical alert device due to age and since I'm living alone. My son called around for medical alert device providers and he decided the one he thought was the best. And he went with Medical Guardian. When I set the device off once by accident, the response was great. Also, the reps were very courteous and right on the ball. But if I drop the device, how come it doesn’t go off? I’m wondering if something happened to me and I would fall onto the floor, the device would go off to let somebody know that I was in trouble. I like the idea of the device if it works. I’ve advised many older people living alone that they should certainly have one.","Original review: April 2, 2019"
"K. of Ny, NY","I have a fear of falling and to make sure my device is working, I call Medical Guardian about once every month through six weeks. They answer and then I know the device is working. I would recommend it highly.","Original review: April 1, 2019"
"Arma of Goshen, UT","Since I'm having problems getting around with my legs and also due to my age, I asked my physician about medical alert devices and she recommended Medical Guardian. I've had it for about five months now and it's nice to know that I’ve got it. I bumped it a couple of times and the response time was great. They wanted to make sure I was okay and I’ve been very pleased with the way they handled it.","Original review: March 31, 2019"
"Tim of Billings, MT","I have elderly parents that have a tendency to fall every now and then. After doing research, I fund that Medical Guardian had exactly what we wanted to have. We’ve been with them for 9 months now and my experience with them the first time was not a good one. We had one instance where we had to use it. We have a lockbox on the front door so the first responders can get in instead of knocking down the door. Medical Guardian was supposed to give the code to that lockbox to the first responders when they make the call, and they did not do that. We called them up, talked to some girl and her response is, “Oh, we had a little glitch in the system, but I’ll fix it right now.” Well, that doesn’t help me when we got a parent that’s on the floor. We have not had had to use it since then.","Original review: March 31, 2019"
"Kathleen of Rohnert Park, CA","I mainly got my Medical Guardian device as a safeguard type of thing. It’s been about four years and so far, it’s been a good experience. I haven’t had to really use it but I’ve tested it a couple of times and I feel very confident and more secure having it.","Original review: March 30, 2019"
"J. of Pa, PA","I live alone and my friend wanted me to get Medical Guardian. I feel better because I know if something happens, someone’s there to step in.","Original review: March 29, 2019"
"Storm of Easthampton, MA","The fact that I am living alone now led me to purchase a medical alert device. I saw Medical Guardian advertised on TV and their price sounded pretty good compared to some others. I've had the device since last summer and I feel secure knowing that I have it. I've tested the device, but not as often as I should. The last time that I tested it, it rang quite a few times before anyone from the Medical Guardian team picked up. But when they did, they were friendly and able to answer my questions.","Original review: March 29, 2019"
"L. of Tx, TX",I have the bracelet from Medical Guardian and everything is fine. I'd recommend it.,"Original review: March 28, 2019"
"Margaret of Prairie Grove, AR",Having my Medical Guardian has been fine so far. I have the model around my neck and I've had no problem with it. It feels better having it.,"Original review: March 28, 2019"
"Richard of Gainesville, FL",I have difficulty walking and since using Medical Guardian I feel better. The reps of Medical Guardian have also been fine.,"Original review: March 27, 2019"
"Alice of Las Vegas, NV","For a couple of years, I had another service and when I called them I was treated like a dumb old lady. I decided to change service and I chose Medical Guardian. I got their Classic model but then upon testing it, it seemed like an inordinately long time before I actually got a human. If I was really in distress, I'd be upset. I'd like a faster response time.","Original review: March 27, 2019"
"Denise of Sterling Heights, MI","I'm 71 and I have post-polio. Also, I fell three times in one year. My sister and two kids insisted I get a medical alert device. I wound up with a Medical Guardian after my daughter went on a website and looked at all of the medical alert devices. Now, I have the model that goes around my neck. However, when I take a shower or go to bed, I put it on my walker because I can't stand the device on my neck at night when I'm sleeping. Also, I have to charge the device so often. Every two or three days, I'm already charging it. Nevertheless, wearing the device has been very comfortable.","Original review: March 26, 2019"
"Art of Medina, MN",I wanted to have a medical alert device in case I fall. My wife picked up Medical Guardian for me. I have the one that reaches 600 feet from the base. I would recommend it to a friend.,"Original review: March 26, 2019"
"Jane of Mckees Rocks, PA","I have asthma and it is difficult for me to breathe and talk when I have an attack. My daughter has a medical alert device and I'm very familiar with it, so I got one too. I wear it around the neck, but I usually forget it. The thing I’m a little worried about the medical alert with that going everywhere with me is needing to charge them. Unfortunately, I put it in the charger and I will forget about it because I’m feeling relatively okay.","Original review: March 25, 2019"
"C. of Ma, MA","I decided to get a medical alert device due to my age, basically, and although there are other people in the evening, through the day, I’m alone. I have the Medical Guardian that's around my neck and it’s just something added to my wardrobe.","Original review: March 24, 2019"
"Stephen of Ocean Springs, MS","There was a time when I fell and I couldn't get up. If I had a medical alert device, I could have called for help a lot quicker. I decided to get one and Medical Guardian looked like the best one for the money. I wound up with a watch model, a pendant and a ground piece. I have them strategically placed in the house where I can get to them if I'd have to crawl. Having them has greatly increased my sense of security. I know now that if I fall and I can't get up, then I have a way to contact someone. I check the device every now and then and it works. The reps whom I talk to have been absolutely top-notch as well.","Original review: March 24, 2019"
"Eileen of Colonia, NJ","I don’t like my Medical Guardian. You have to wear that thing around your neck or on your wrist, which is fine. But if something happens and you can’t get close to your monitor, then you could have 10 policemen outside your door or whatever else they decide to send, when maybe all you need is some help getting up. I have an upstairs and a downstairs, which is why my kids wanted me to get this thing – in case I fall. But women don’t always have pockets in their clothes so I asked if I could have one of those monitors for downstairs. However, I was told I could not, unless I would pay another 500 bucks. That is a lot of money and their service stinks. ","Original review: March 23, 2019"
